id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,sourcePrimaryKey-dbpk,collID,recordID,references
3827041,UCSC,,,PreservedSpecimen,48783705-14f8-4588-a3e5-65779c0fc2b7,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Samuel L. Rapp,James P. Willhite,2,2/8/20,,2020,2,8,39,,,https://www.inaturalist.org/observations/38436969,"Soil was primarily sandy loam. Formerly agricultural land being restored to grassland, scrub, and seasonal wetland habitats. The ground was relatively flat. Very sunny at times, but coastal fog occasionally shaded the area. The site was in close proximity to the ocean.",,White to pink petals; in some areas pink to purples stems and veins; thick tuberous root; herb; escaped cultivation.,,,,,,,,,Flowering,,,,,,,,,,,,United States,California,Santa Cruz,Santa Cruz,We found the specimen located between the main walking path next to the Long Marine Lab which runs parallel to McAllister Way and the eastern walking path which runs parallel to the wall of the adjacent housing community.,,0,,36.94980347,-122.0627466,WGS84,8,,,,,,18,,,,,,,,,,13,48783705-14f8-4588-a3e5-65779c0fc2b7,https://www.cch2.org/portal/collections/individual/index.php?occid=3827041
3827089,UCSC,,,PreservedSpecimen,9d73e0de-2966-4f50-9ab1-c4261f5cbb7f,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Taylor Clarke,Alex Osleger,TC 7,2/18/20,,2020,2,18,49,,,https://www.inaturalist.org/observations/38918150,"Sandy/muddy soil, native and invasive grasses fill field. Near a highly disturbed walking trail. About 20m off sea cliffs. Located in a coastal prairie restoration area.",,"Invasive, non-native. Plant has reddish brown herbaceous stem. Leaves are lobed and serrated. Four petals white flowers with 4 long, 2 short stamen. Has silique fruit.",,,,,,,,"Hordeum brachantherum, Danthonia californica, Lupinus arboreus.",Not flowering or fruiting,,,,,,,,,,,,United States,California,Santa Cruz,Santa Cruz,To the east of the Seymour Center on the Younger Lagoon Natural Reserve. Located 10m behind the first bench along the trail.,,0,,36.94938333,-122.0637583,WGS84,20,,,,,,15,,,,,,,,,,13,9d73e0de-2966-4f50-9ab1-c4261f5cbb7f,https://www.cch2.org/portal/collections/individual/index.php?occid=3827089
4060635,SBBG,,,PreservedSpecimen,eda24e1f-1d4d-491d-9c34-c6448b8e2d15,SBBG230712,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Sean Carson,Heather Schneider,111,5/14/20,,2020,5,14,135,,,,Valley grassland/ Oak woodland,Marine sediment/ Shale,,,,,,,,,"Bromus diandrus, Croton californicus, , Lupinus, Ericameria, Pseudognaphalium microcephalum, Hirschfeldia incana, Cortaderia jubata, Baccharis pilularis, Cortaderia jubata",,,,,,,,,,,,,United States,California,San Luis Obispo,,West side of Price Canyon Rd.,,0,,35.191,-120.616,,,,,,,,70,,,,,230 ft,,,scarson,,16,eda24e1f-1d4d-491d-9c34-c6448b8e2d15,https://www.cch2.org/portal/collections/individual/index.php?occid=4060635
5549192,SDSU,,,PreservedSpecimen,0666a21b-933c-458d-b18c-4bc335605d2c,SDSU25094,25094,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,R. G. Swinney,,24528,4/1/21,,2021,4,1,91,,,1 voucher collected,"Various slopes surrounding shallow ravine, coastal sage scrub, southern oak woodland, disturbed areas (occasionally mowed)",clay loam,"Perennial, scarce, cor. lavender with purple veins, base of claw is lighter",,,,,,,,"Dominants include Quercus agrifolia var. agrifolia, Festuca myuros, Amsinckia menziesii, Brassica rapa subsp. sylvestris",In flower,,,,,,,,,,,,United States,California,Los Angeles,La Verne,"Golden Hills Wilderness Park, 2300 Golden Hills Rd., Glendora Quad 7.5'",,0,,34.143611,-117.75833,Google Maps USGS Maps Google Earth,100,,,,,,444,,,,,,,,dswinney@roadrunner.com,,6,0666a21b-933c-458d-b18c-4bc335605d2c,https://www.cch2.org/portal/collections/individual/index.php?occid=5549192
5533146,SBBG,,,PreservedSpecimen,48446ccd-b5fa-4dee-b55c-63601f020496,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,6418,,Raphanus,,,,,Genus,,,,,,,,Kristen Hasenstab-Lehman,"C. Matt Guilliams, Daniel Cisneros, Annie Ayers",4240,4/25/22,,2022,3,25,84,,4/25/22,,,Soils sandy to inundated,,,,,,,,,Frankenia salina,,,,,,,,,,,,,United States,California,Ventura,,Point Mugu: W edge of Salt marsh along Perimeter Road.,,,,34.11428,-119.13642,,,,,,,,-1,,,,,-1 m.,,,cisnerosdaniel240@gmail.com,,16,48446ccd-b5fa-4dee-b55c-63601f020496,https://www.cch2.org/portal/collections/individual/index.php?occid=5533146
5365196,SBBG,,,PreservedSpecimen,2fc72867-c6e3-4ca8-8936-bbbe96bff6c7,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,C. M. Guilliams,Kristen Hasenstab-Lehman,6917,2/18/22,,2022,2,18,49,,2/18/22,,Vegetation in low spot dominated by Rumex crispus and Lotus corniculatis. Margin dominated by non-native grasses.,,Annual or biennial herb; in flower.,,,,,,,,"Bromus rubens, Festuca sp., Hordeum murinum, Salix lasiolepis, Erodium moschatum.",,,,,,,,,,,,,United States,California,Ventura,,"Point Mugu Naval Air Station: northwest corner of the base in a low channel adjacent to road, at southeast intersection of Perimeter Road and National Guard taxiway.",,0,,34.13297,-119.10996,,,,,,,,,,,,,,,,cisnerosdaniel240@gmail.com,,16,2fc72867-c6e3-4ca8-8936-bbbe96bff6c7,https://www.cch2.org/portal/collections/individual/index.php?occid=5365196
5371810,LA,,,PreservedSpecimen,6edb6b92-cd25-4ae9-aa15-1cbf70763996,LA00629274,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Hannah Lechtzin,Maya Chari,4,4/15/22,,2022,4,15,105,,4-Apr-22,Annaul; abundant,Sage scrub,,flowers purple and white; to 1 m,,,,,,,,"Artemisia californica, Malosma laurina, Quercus agrifolia, Foeniculum vulgare",,,,,,,,,,,,,United States,California,Los Angeles,,"Santa Monica Mountains; University of California, Los Angeles; Sage Hill next to hitch driveway",,0,,34.0732491,-118.4543334,,,,,,,,,,,,,,,,UCLA,,34,6edb6b92-cd25-4ae9-aa15-1cbf70763996,https://www.cch2.org/portal/collections/individual/index.php?occid=5371810
5540556,SBBG,,,PreservedSpecimen,4dd9e365-32bd-461b-a31b-20a596b876e6,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,C. M. Guilliams,,7369,4/12/22,,2022,4,12,102,,4/12/22,,,,,,,,,,,,"Acmispon glaber, Heterotheca grandiflora, Bromus diandrus, Ambrosia chamissonis, non-native grasses.",,,,,,,,,,,,,United States,California,Ventura,,"Point Mugu Naval Air Station: In [distance?] areas near restroom, Building 7024; across from Yurts.",,0,,34.09977,-119.10156,,,,,,,,5,,,,,5 m.,,,cisnerosdaniel240@gmail.com,,16,4dd9e365-32bd-461b-a31b-20a596b876e6,https://www.cch2.org/portal/collections/individual/index.php?occid=5540556
5752868,OBI,,,PreservedSpecimen,642fbdd5-dbc9-4740-b3fe-ae4a4f275648,OBI183593,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Annamarie Wagner,Caitlyn Shank,2,2/18/22,,2022,2,18,49,,,Abundant among the grasses.,Grassland with tall herbaceous vegetation and weeds,,"Flowers 4-merous. Inner parts of petals white, tips light purple. Perianth has visible veins.",,,,,,,,Poaceae,,,,,,,,,,,,,United States,California,San Luis Obispo,,"Laguna Lake Dog park. When heading northwest on the road next to the lake, in the area directly off the roadside.",,0,,35.26442,-120.68481,,,Collector,,,,,38,,,,,126 ft,,,mia.manfredi7,,12,642fbdd5-dbc9-4740-b3fe-ae4a4f275648,https://www.cch2.org/portal/collections/individual/index.php?occid=5752868
5760426,OBI,,,PreservedSpecimen,243917fe-1e0d-47fb-8c68-eeed6b08e1eb,OBI183611,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Caitlyn Shank,"Mackenzie Allen, Allison Snyder, and Anna Wagner",1,2/18/22,,2022,2,18,49,,,Growing in clusters. Not abundant.,Uplands of lake.,Hard clay soil.,"Thin, long herbaceous plants. Green basal lobed leaves. Small purple flowers in clusters.",,,,,,,,Cupressus sargentii.,,,,,,,,,,,,,United States,California,San Luis Obispo,,San Luis Obispo. Laguna Lake Park. South-west side of lake edge. Small patch of grass near the main path looping around lake. Patches of flowers bordering path lakeside and field side.,,0,,35.26449,-120.68484,,,Collector,,,,,38,,,,,126 ft,,,mia.manfredi7,,12,243917fe-1e0d-47fb-8c68-eeed6b08e1eb,https://www.cch2.org/portal/collections/individual/index.php?occid=5760426
5799408,LOB,,,PreservedSpecimen,265014a4-a37e-4e6a-9349-a90377c943d5,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Andrea Orozco,,17,4/13/23,,2023,4,13,103,,4/13/23,common,riparian,,"annual; basal, oblanceolate, lobed leaves; lavender to white inflorescence; 4 petals; small thin silique-type fruits.",,,,,,,,"Salvia mellifera, Melilotus indicus, Baccharis saliciofolia, Camissoniopsis hirtella",,,,,,,,,,,,,United States,California,Orange,,"San Juan Capistrano, end of Oso Rd, 15 m south on the Shea Equestrian trail 5 m east of the Arroyo Trabuco.",,0,,33.516,-117.612,WGS84,,,,,,,62,,,,,,,,,,19,265014a4-a37e-4e6a-9349-a90377c943d5,https://www.cch2.org/portal/collections/individual/index.php?occid=5799408
3615443,SHTC,,,PreservedSpecimen,595f5c89-a3a1-4a9c-ab71-f5aa11b3ce85,,4103,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,6418,,Raphanus,,,,,Genus,,,,,,,,Hawrankk C.,,64,,,,,,,,,,dry field,,,,,,,,,,,,,,,,,,,,,,,United States,California,Stanislaus,,"Turlock, Ca",,0,,,,,,,,,,,,,,,,,Y,,,,69,595f5c89-a3a1-4a9c-ab71-f5aa11b3ce85,https://www.cch2.org/portal/collections/individual/index.php?occid=3615443
610299,SFV,,,PreservedSpecimen,eb282c8d-47d6-4e86-baa5-061590976b52,SFV104586,SFV-4569,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,J. Kontogiannis,,s. n.,,,,,,,,,,,,,,,,,,,,,Flowering,Wild: native/naturalized,,,,,,,,,,,United States,Illinois,McLean,,Normal. Open roadside.,,0,,40.5,-89,,,,,,,,240,,,,,787 ft.,,,JNH,,41,eb282c8d-47d6-4e86-baa5-061590976b52,https://www.cch2.org/portal/collections/individual/index.php?occid=610299
2370467,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74189,74189,urn:catalog:CAS:DS:42107,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Congdon, J. W.",,s.n.,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Mariposa County,,Mariposa.,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74189,1,d1f6bc38-8fab-4f53-803e-582e9884880c,https://www.cch2.org/portal/collections/individual/index.php?occid=2370467
3904079,LA,,,PreservedSpecimen,614fc696-3e92-44b0-a00a-be8271f9ed15,LA00606060,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,Schuyler S. Clark,,102a,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,United States,Massachusetts,,,Nahant,,0,,,,,,,,,,,,,,,,,,,UCLA,,34,614fc696-3e92-44b0-a00a-be8271f9ed15,https://www.cch2.org/portal/collections/individual/index.php?occid=3904079
4567201,SFSU,,,PreservedSpecimen,f82f276f-fc91-4313-8e7c-e8b15e4d7a7d,SFSU-VP-000830,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,California,Contra Costa,,,,,,,,,,,,,,,,,,,,,,en,Stephaniekate,,40,f82f276f-fc91-4313-8e7c-e8b15e4d7a7d,https://www.cch2.org/portal/collections/individual/index.php?occid=4567201
4567202,SFSU,,,PreservedSpecimen,d7f0ba77-fba3-4edd-bec7-00bb4bfd9081,SFSU-VP-000829,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,California,Marin,,,,,,,,,,,,,,,,,,,,,,en,Stephaniekate,,40,d7f0ba77-fba3-4edd-bec7-00bb4bfd9081,https://www.cch2.org/portal/collections/individual/index.php?occid=4567202
4567203,SFSU,,,PreservedSpecimen,93ad9cae-a527-4ec2-ae46-627063e85bfa,SFSU-VP-000828,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,California,San Francisco,,,,,,,,,,,,,,,,,,,,,,en,Stephaniekate,,40,93ad9cae-a527-4ec2-ae46-627063e85bfa,https://www.cch2.org/portal/collections/individual/index.php?occid=4567203
5153275,GH,GH,,PreservedSpecimen,496bfd9c-d83f-4b92-aba3-0806e1f4c9d9,barcode-01691756,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,[data not captured],,,,,,,,,,,,,,,,,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,,undetermined,,Sheet,,North America,,,,United States of America,California,Santa Barbara County,,[data not captured],,0,,,,,,,,,,,,,,,,,in collection,en,,496bfd9c-d83f-4b92-aba3-0806e1f4c9d9,95,05889010-45ad-48be-b7e3-b5e4b760cb1a,https://www.cch2.org/portal/collections/individual/index.php?occid=5153275
5153276,GH,GH,,PreservedSpecimen,78ebb8db-1e10-457e-8a47-aecb89ce022e,barcode-01691782,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,[data not captured],,,,,,,,,,,,,,,,,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,,undetermined,,Sheet,,North America,,,,United States of America,Oregon,Lane County,,[data not captured],,0,,,,,,,,,,,,,,,,,in collection,en,,78ebb8db-1e10-457e-8a47-aecb89ce022e,95,92971820-9373-4653-b212-01b6ac12cf4a,https://www.cch2.org/portal/collections/individual/index.php?occid=5153276
5153277,GH,GH,,PreservedSpecimen,6682c3a0-878f-4bc5-b898-cc1101081279,barcode-01691783,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,[data not captured],,,,,,,,,,,,,,,,,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,,undetermined,,Sheet,,North America,,,,United States of America,Oregon,Linn County,,[data not captured],,0,,,,,,,,,,,,,,,,,in collection,en,,6682c3a0-878f-4bc5-b898-cc1101081279,95,77895bc5-c045-4d5e-baaf-2f510e9dba68,https://www.cch2.org/portal/collections/individual/index.php?occid=5153277
5153278,GH,GH,,PreservedSpecimen,0453ebe6-747b-410d-a12e-3d06a481c051,barcode-01691784,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,[data not captured],,,,,,,,,,,,,,,,,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,,undetermined,,Sheet,,North America,,,,United States of America,Oregon,Linn County,,[data not captured],,0,,,,,,,,,,,,,,,,,in collection,en,,0453ebe6-747b-410d-a12e-3d06a481c051,95,6bc438d8-05f1-4c5b-a630-d72d86786be9,https://www.cch2.org/portal/collections/individual/index.php?occid=5153278
5153279,GH,GH,,PreservedSpecimen,e72a34c2-171c-417f-8ff7-9120167686fc,barcode-01691785,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,[data not captured],,,,,,,,,,,,,,,,,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,,undetermined,,Sheet,,North America,,,,United States of America,Oregon,Marion County,Salem,[data not captured],,0,,,,,,,,,,,,,,,,,in collection,en,,e72a34c2-171c-417f-8ff7-9120167686fc,95,81516c70-6f34-4544-be0c-a3ee86f5f370,https://www.cch2.org/portal/collections/individual/index.php?occid=5153279
5197501,LA,,,PreservedSpecimen,9ad641ce-e454-4837-b152-a68dcd2af923,LA00637701,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,Schuyler S. Clark,,102,,,,,,,,,scattered; LF1,,,,,,,,,,,,,,,,,,,,,,,,United States,Massachusetts,Essex,,Nahant,,0,,,,,,,,,,,,,,,,,,,abaniaga,,34,9ad641ce-e454-4837-b152-a68dcd2af923,https://www.cch2.org/portal/collections/individual/index.php?occid=5197501
5743665,GH,GH,,PreservedSpecimen,61896c07-3152-4df7-8eae-3c9504d36b44,barcode-01691766,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,[data not captured],,,,,,,,,,,,,,,,,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,,undetermined,,Sheet,,North America,,,,United States of America,Nevada,Nye County,,[data not captured],,0,,,,,,,,,,,,,,,,,in collection,en,,61896c07-3152-4df7-8eae-3c9504d36b44,95,1c6cb399-a130-4044-b3ca-2ce6d940f085,https://www.cch2.org/portal/collections/individual/index.php?occid=5743665
295295,UCSB,,,PreservedSpecimen,f8c57cae-1a5d-11e3-b49f-525400a0a001,UCSB032052,69674,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Michael E. Theroux,,113,,,,,,,,,,Grazed rolling hills of Upper Sonoran grassland.,,,,,,,,,,,,,,,,,Sheet - 1,,,,,,United States,California,Kern,,"2 miles E of Commanche Dr., 1 mile S of Breckenridge Rd.",,0,,35.374382,-118.81314,WGS84,1000,gwahlert (2019-09-11 14:05:20),,georef batch tool 2019-09-11,,Google Earth (copied from UCSB69689),,,,,,,,,,,35,561869a0-7005-4b59-a8f9-6144e54d9828,https://www.cch2.org/portal/collections/individual/index.php?occid=295295
304576,UCSB,,,PreservedSpecimen,fc2bae22-1a5d-11e3-b49f-525400a0a001,UCSB032022,32839,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Christopher Faraday,,19,,,,,,,,,,With Erodium moschatum and Medicago polymorpha; in sandy-clay soil; open field by orchard,,,,,,,,,,,,,,,,,Sheet - 1,,,,,,United States,California,Santa Barbara,,Los Carneros Road and Stowe House Road,,0,,34.434282,-119.85365,WGS84,1500,gwahlert (2020-01-21 15:45:13),,georef batch tool 2020-01-21,,,,,,,,,,,,,35,2235e916-89ee-415d-b714-1605393c641d,https://www.cch2.org/portal/collections/individual/index.php?occid=304576
956318,RSA,RSA,,PreservedSpecimen,73b8a1b7-6c8b-4e72-8e41-88e9121f3e0e,,RSA accession: 738051,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Bill Duval,,s.n.,,,,,,,,5-Jun,,,,,,,,,,,,,flowers,Introduced,,,,,herbarium sheet,,,,,,United States,California,Los Angeles,,La Canada,,0,,,,,,,,,,,,,,,,,,,T. Kim Nguyen; cataloged date: 2009-02-24,73b8a1b7-6c8b-4e72-8e41-88e9121f3e0e,17,fa79f484-f092-4d62-a0e0-fe24cbec3d8a,https://www.cch2.org/portal/collections/individual/index.php?occid=956318
